"","GSM2159829","GSM2159830","GSM2159831","GSM2159832","GSM2159833","GSM2159834","GSM2159835","GSM2159836","GSM2159837","GSM2159838","GSM2159839","GSM2159840","GSM2159841","GSM2159842","GSM2159843","GSM2159844","GSM2159845","GSM2159846","GSM2159847","GSM2159848","GSM2159849","GSM2159850","GSM2159851","GSM2159852","GSM2159853","GSM2159854","GSM2159855","GSM2159856","GSM2159857","GSM2159858","GSM2159859","GSM2159860","GSM2159861","GSM2159862","GSM2159863","GSM2159864","GSM2159865","GSM2159866","GSM2159867","GSM2159868"
"CYTIP",8.917878938,8.764278966,8.622418899,8.649753009,8.839866774,8.603644558,8.714363628,8.5932974,8.982060819,9.149460901,8.793019852,8.352967535,8.809070244,8.6908581,8.803113747,8.835565078,8.87338553,8.534199988,8.80816741,8.678564103,8.568395076,8.754347606,8.67646736,8.955631542,9.013358231,8.014190594,8.152904264,8.865041216,8.921102339,8.329404444,8.671115179,8.585524258,8.266834216,8.620473825,8.715184169,8.590555224,8.655026055,8.190606915,8.710569965,8.806861948
"TNRC6C",7.497405378,7.603505952,7.448599149,7.48833081,7.493600278,7.424486967,7.553306338,7.345388817,7.229935248,7.435316466,7.418962854,7.279629573,7.264519632,7.279652424,7.304751488,7.522723682,7.683173662,7.332496315,7.521283373,7.419216394,7.650516153,7.388723665,7.430352086,7.343675611,7.437927028,7.22457785,7.259833343,7.05882608,7.062931481,7.148995507,7.251764638,7.195224187,7.041843458,7.259989514,7.228777919,7.375046246,7.297949336,7.424748217,7.708966973,7.242088203
"SAT2",9.010722224,8.918951764,9.151322809,9.364511589,9.218508748,9.593069679,9.094709799,9.343110636,9.766430517,9.398604545,9.813688215,10.03883808,9.732773213,9.622017216,9.23966583,9.538072309,9.360628743,9.66597344,9.559359499,10.09193383,10.13272335,9.776030765,9.707692501,9.686381465,9.558277967,9.817840349,9.667214284,10.24811614,9.877553013,9.786325668,9.563547892,9.994783352,9.981731377,9.427203669,9.546671481,9.555455935,9.726934219,10.1535533,9.886923515,9.801522777
"SHPK",8.332390523,8.500272792,8.46998937,8.270285284,8.562274137,8.373651401,8.420213956,8.377781743,8.348551751,8.174689392,8.422989487,8.395514122,8.272278713,8.185311346,8.228381247,8.144809434,8.321694819,8.416931031,8.069005427,8.173875919,8.488488904,8.435783648,8.25545902,8.343151909,8.316505022,8.328486889,8.451129081,7.997082556,8.172153585,8.578628839,8.346770921,8.351828062,8.183372013,8.578420222,8.170863614,8.260210616,8.148464122,8.403877863,8.288625069,8.404483353
"HIPK3",7.085326601,6.98146273,7.164039257,7.155154496,7.075480251,7.014517072,7.101303104,7.083629299,7.076446178,7.03669496,7.137196048,7.092922277,7.316125513,7.420909522,7.555271575,7.414487949,7.493903196,7.290678182,7.390474686,7.205252856,7.016179019,7.125743915,7.255316022,7.140376107,7.261763736,7.174394327,7.060827192,7.447383625,7.191772158,7.221443362,6.995324204,7.036851531,7.347190018,7.571557356,7.481062524,7.270225458,7.210788376,6.946135411,6.958785466,7.260834063
"MYL5",7.621629592,7.919553016,7.627865829,7.822316219,7.902390449,7.780927074,7.613652841,7.61702366,7.963792111,8.178210405,7.913931761,7.856396161,7.795852911,7.854297779,7.788058322,7.755098592,7.547949729,7.85510712,7.757689422,7.822556121,7.972580546,8.018221328,7.975837061,7.79398037,7.816458605,8.108469808,8.046110715,7.858624131,7.699566407,7.712129014,7.832083385,7.949354773,7.709283848,7.428818779,7.511840407,7.550764263,8.010814983,8.080332099,8.11206764,7.934647716
"PHF1",7.81562854,7.98067001,7.875637809,7.780831408,7.806951125,7.908074716,7.791034454,7.868027592,7.791467484,7.69883039,7.861348283,7.983666725,7.857676805,7.733798399,7.988864951,7.85363742,7.649170221,7.853896958,7.715281012,8.53425078,8.190789074,8.197832215,8.025705117,7.957212217,8.052965484,7.968089828,8.05746851,8.018824522,7.923602187,7.600292089,8.131875578,8.099108745,7.865341766,7.64839648,7.597435245,7.90091998,7.485612888,8.15264286,8.342764103,7.932068824
"CEP55",7.198475866,7.125177134,7.149530828,7.342821031,7.978816824,7.332722481,7.274338555,8.084271595,7.793283716,7.776224116,7.21299588,7.672619913,7.35921349,7.14870453,7.171953312,7.235674395,7.203177161,7.319559295,7.250921913,8.158567929,7.271027344,7.206473926,7.378041536,7.160679643,7.091440791,7.378769936,7.566207207,7.702912853,8.384508993,8.33924758,8.380011572,7.688956378,7.724022739,8.476846595,7.723575328,7.888697759,8.307072038,7.196380944,7.499471651,7.216991164
"PTGIR",7.120729547,7.319317851,7.12525945,7.426937449,7.130078884,7.265169015,7.150050128,7.139771953,7.187774998,7.067140135,7.309136508,7.51874822,7.231574141,7.259686214,7.349207117,7.14075912,7.044180342,7.357372712,7.144415935,7.246923922,7.337256262,7.309373725,7.282757158,7.079295657,7.183045814,7.355115232,7.16326493,7.371043468,7.520931045,7.236570335,7.217814798,7.564551538,7.813148622,7.035838878,7.367371812,7.238564686,7.227577176,7.578514952,7.157535326,7.593607812
"ITGA4",9.676885139,8.979237969,9.364150198,9.311223128,9.109259991,8.732659445,9.313614098,9.230633421,8.6543727,8.498233414,9.056936789,8.541870418,9.574248185,9.335562976,9.535074124,9.467188372,9.63310603,9.237257054,9.29264534,9.057304587,8.758605462,8.916625325,9.517835298,9.471220999,9.580201273,8.65540453,8.908941671,9.853981305,9.274052651,9.178586677,8.779815752,8.700746756,9.474812811,10.04079108,10.56570093,9.465857771,9.416914669,8.106255837,8.751554697,8.888288321
"TRAPPC2L",10.3317041,10.51100048,10.62668096,10.55289096,10.45253263,10.84085816,10.33982663,11.13805096,10.05360555,10.61934606,9.767198753,9.873747077,9.834424908,9.640696657,9.842580402,9.641008386,9.55323089,10.2948608,9.94159244,10.77460342,10.56642513,10.20922305,10.37968052,9.838980122,10.00037331,11.05141833,11.29881752,9.960278857,10.5225423,10.31890993,10.29763508,10.24811614,10.03735476,9.976997941,9.292277454,10.08319608,10.13556565,10.38447727,10.85466116,9.991375869
"HYLS1",8.307310879,8.18272078,8.164215007,8.00437677,8.128155166,8.044162972,8.495456256,8.299867394,8.189273067,8.264530469,8.047308726,7.819760067,7.916213335,7.917291068,7.920543058,8.050155952,8.106472052,7.482317865,7.822957089,7.914938325,7.597082426,7.692593224,7.941496273,7.815336947,7.846281058,7.817394475,8.044980398,8.26010173,8.296480101,7.859928799,7.974561214,7.784019914,7.43213899,7.701021837,8.210277381,7.804635738,7.752520915,7.720843422,7.711023213,7.432772455
"LUC7L2",7.584668207,7.535305934,7.51123227,7.450828721,7.546775827,7.342498001,7.357887032,7.4518817,7.53920439,7.652692298,7.739649726,7.852718416,7.488397948,7.605846003,7.391100346,7.480220963,7.390906889,7.350957242,7.477838524,7.315802344,7.465823941,7.456542787,7.46711919,7.532963403,7.438908412,7.237872277,7.415695051,7.751081799,7.519951374,7.413639098,7.445863496,7.496235694,7.526451223,7.551998509,7.5853023,7.450552823,7.571641967,7.647079109,7.261998326,7.661434712
"GPAA1",7.487488435,7.582912099,7.501987934,7.460361963,7.579668421,7.525168098,7.473671359,7.516329189,7.147869965,7.119517427,7.683129612,7.741953293,7.485961471,7.56098928,7.630391364,7.402048928,7.453585007,7.613024076,7.640993876,7.870592158,7.602051456,7.647585387,7.546397467,7.522623698,7.444595151,7.621950536,7.547107352,7.434705196,7.227153677,7.568684359,7.613432161,7.635859313,7.475029578,7.482167558,7.503201628,7.616620269,7.43945302,7.765883461,7.542604142,7.599307643
"FBXO46",8.15225935,8.223808882,8.161689576,8.145317839,8.15482405,8.150499831,8.037587611,8.207648731,8.154068008,8.084779375,8.353662363,8.426856386,8.248171748,8.332974741,8.255944734,8.332826567,8.213059391,8.219841445,8.073873759,8.387197445,8.376977339,8.281860346,8.242105234,8.204269095,8.234665502,8.168141903,8.365187034,8.236136849,8.488621441,8.147140912,8.095359042,8.293609031,8.001988075,8.206566882,8.301064593,8.438777985,7.953189705,8.248404887,8.305367818,8.10784617
"TSG101",10.00348418,9.846306197,9.992247263,10.09146712,10.07786384,10.05130412,10.12375283,10.24811614,10.31432153,10.14355796,10.15644845,10.27428496,10.4413154,10.38881593,10.34913303,10.25967854,10.31432153,10.11108871,10.26131337,10.40643038,9.965494707,9.99806854,10.03836896,10.12985612,10.0131733,10.12424412,10.22098164,10.51100048,10.75229366,10.29812559,10.27326294,10.31845695,10.39517958,10.07511141,10.49726506,10.31542018,10.3428325,10.30100226,9.997096192,10.31152128
"DDX47",10.39840777,10.28544092,10.26159194,10.29362339,10.24705069,10.09695945,10.3001036,10.10686414,9.388961795,9.45933545,10.06252578,9.752214175,10.06290242,10.25842408,10.11057316,10.07633226,10.09452101,9.63582185,9.78144152,10.10041683,10.07277259,9.874401253,10.15579042,9.985683566,10.11509167,9.938922241,10.07009383,9.787740594,9.894100037,9.853240621,10.04119281,9.879450355,9.804574404,9.968026951,10.22467657,10.19920215,9.971601886,9.590734164,10.08418741,9.756831858
"PUS7L",7.74697127,7.698409766,7.667878865,7.799025237,7.515898204,7.513864219,7.667612544,7.549846347,7.672183612,7.920015242,7.480024065,7.499471651,7.484716078,7.592926411,7.403049188,7.612451116,7.596529022,7.403695041,7.439985715,7.132312641,7.189357862,7.45493952,7.341320559,7.41292765,7.230607974,7.390463681,7.442254033,7.803029399,7.652416053,7.410456424,7.663301517,7.736859462,7.190508536,7.562960984,7.708603229,7.43852379,7.615311529,7.626683742,7.454725041,7.391493868
