"","GSM2159829","GSM2159830","GSM2159831","GSM2159832","GSM2159833","GSM2159834","GSM2159835","GSM2159836","GSM2159837","GSM2159838","GSM2159839","GSM2159840","GSM2159841","GSM2159842","GSM2159843","GSM2159844","GSM2159845","GSM2159846","GSM2159847","GSM2159848","GSM2159849","GSM2159850","GSM2159851","GSM2159852","GSM2159853","GSM2159854","GSM2159855","GSM2159856","GSM2159857","GSM2159858","GSM2159859","GSM2159860","GSM2159861","GSM2159862","GSM2159863","GSM2159864","GSM2159865","GSM2159866","GSM2159867","GSM2159868"
"SP140L",7.614449957,7.637853943,7.52555152,7.510439452,7.669315705,7.422383563,7.606158269,7.527893972,7.633231219,7.738268106,7.633908425,7.577299599,7.640597881,7.749833869,7.732149815,7.57493798,7.646011394,7.761125203,7.62801657,7.930703735,7.718323928,7.828654817,7.651166204,7.749246692,7.874395963,7.447407472,7.494206592,7.584302038,7.498663148,7.701791796,7.849622342,8.052597597,7.905426468,7.552766041,7.811805022,7.707407812,7.710902945,7.555122594,7.668471763,7.684932202
"CTBP2",7.428747956,7.499519524,7.458323812,7.474919209,7.570146576,7.635932585,7.517670155,7.508473416,7.55792329,7.475149336,7.544124856,7.518832353,7.469887588,7.512992833,7.514957326,7.613270653,7.659422849,7.668558511,7.550094489,7.436575429,7.523818031,7.463538255,7.472197534,7.53723779,7.55619218,7.447289678,7.427710204,7.522922634,7.470012058,7.4308984,7.441515752,7.466435521,7.500919034,7.491416676,7.404103362,7.411565451,7.484383952,7.438959126,7.407244272,7.482436814
"ARAF",8.654230175,8.628528916,8.702918155,8.58416297,8.682194658,8.607400544,8.588909171,8.639622285,8.054335517,8.02730821,8.433214679,8.545559666,8.422927316,8.450734729,8.586446588,8.593830877,8.669944139,8.702542608,8.70312216,8.601261547,8.567551745,8.563123445,8.547937547,8.697765729,8.597044285,8.642607708,8.760492788,8.210884408,8.242156433,8.707667572,8.823478817,8.681628483,8.512286198,8.78123448,8.529107322,8.6973589,8.451048184,8.562662242,8.633918095,8.396457909
"ATP11B",8.488751922,8.477711901,8.15962224,8.345663145,8.257774637,8.228488503,8.322941245,8.270170691,9.292789311,9.559571547,8.655449894,8.495310895,8.715577827,8.460752705,8.512107844,8.740707643,8.779748581,8.408245054,8.555309705,8.335820469,8.521590752,8.598346857,8.620320147,8.937222682,9.040467441,7.763547958,7.881681278,9.288624074,8.869861538,8.360558734,8.803005895,8.461425695,8.605230855,8.744251598,8.950073213,8.528904425,8.975752745,8.734407235,8.480945338,8.846950597
"DAGLB",9.579004923,9.832958983,10.27021238,9.972656758,9.700242721,9.63234402,9.944674145,9.519744942,8.960851655,9.084491385,9.413641044,9.304904334,9.218508748,9.209603476,9.139948039,9.721869218,9.291165403,9.584766559,9.609091546,8.498233414,8.977448801,9.200892476,9.16285176,9.065614046,8.96523942,9.843811,9.59069464,9.095826075,9.208171674,9.70236076,9.545902941,9.534401523,9.049666976,9.422906373,9.564601286,9.524089737,9.009312737,9.366999903,8.846432353,8.775843972
"DEAF1",7.464479341,7.655382192,7.466236239,7.544762776,7.454033353,7.462175718,7.537772066,7.44572523,7.258458894,7.404614734,7.493610683,7.58996781,7.419290268,7.479716294,7.46330963,7.398068743,7.401981482,7.604294852,7.43926119,7.65360248,7.404114656,7.606088669,7.460145677,7.403378745,7.480478223,7.526895957,7.691255062,7.483973525,7.395726685,7.486434876,7.573178969,7.515385737,7.374465417,7.345293215,7.36922126,7.498080551,7.38571728,7.49510484,7.527992949,7.441811437
"OSGEPL1",7.852606584,7.791204023,7.759338906,7.694877797,7.957877481,7.657002543,7.756650259,7.734313755,7.753929735,7.588519301,7.712673478,7.524527632,7.559974483,7.721341365,7.593726064,7.737883537,7.866516736,7.606318494,7.751297195,7.421718288,7.519101597,7.510116342,7.536627624,7.483590311,7.468531601,7.390054322,7.410589034,7.643183381,7.608638316,7.620802763,7.847286571,7.596685008,7.509343452,7.591565865,7.950757932,7.556325657,7.766990104,7.705301772,7.541833271,7.518686516
"AP3S1",8.691101752,8.509340123,8.696782399,8.68193325,8.845542865,8.718776888,8.67930277,8.749686994,9.056527732,8.45201059,8.600761826,8.856231744,8.732156745,8.738219836,8.767008797,8.882061763,8.71951129,8.664300205,8.640201356,8.564420905,8.671082408,8.595810986,8.811945894,8.717312467,8.774528284,8.80420778,8.656656908,9.142508179,9.186974134,8.836050886,8.433671431,8.439844951,8.912879344,8.737390088,8.838227699,8.927607448,8.953537876,8.522212039,8.818154748,9.012632693
"GNB2",7.779079074,8.210789854,7.988156091,7.997856036,7.786125877,8.349318959,7.97956121,8.113483935,8.430727774,8.359911815,8.271595381,8.635811163,8.631345704,8.34951447,8.549235183,8.189952644,8.226312626,8.507770499,8.249359006,8.722867963,8.573168895,8.65689104,8.536508341,8.262106594,8.329080383,8.576751413,8.469633611,8.555620854,8.277803833,8.551674212,8.514111577,8.767830833,8.442141514,8.199953148,8.237410449,8.408081501,8.508552245,8.848679532,8.657415437,8.777853762
"CRKL",10.50426639,10.41578791,10.33372767,10.39299893,10.34717267,10.17446068,10.42741146,10.26355391,10.1156717,10.43217764,10.05772757,9.838400202,10.25971844,10.33346033,10.12876182,10.13198489,10.2107022,10.21484867,10.237727,9.83168146,10.21708813,10.05885515,10.10560472,10.12623304,9.892816044,10.15755731,10.22589087,10.20109626,10.57967345,10.11479296,10.13981023,9.808007559,9.98149495,9.904680956,9.951449392,10.19407212,9.688565434,9.919535544,10.02802036,9.904587655
"EIF4E",7.223851827,7.182561753,7.170780646,7.174218362,7.277405,7.190266226,7.232063401,7.283708876,7.271746732,7.260884443,7.275318399,7.216030547,7.289458868,7.313594738,7.329005644,7.291215648,7.302664005,7.24838277,7.342832553,7.254716531,7.286329497,7.260334529,7.288623049,7.271020263,7.28947225,7.161455496,7.165504907,7.450343652,7.348938974,7.234933028,7.286146016,7.153708476,7.527063201,7.356541651,7.429259248,7.456747516,7.47225705,7.359711172,7.291946511,7.392232092
"LCP2",8.528926607,8.230800204,8.495242258,8.358312842,8.226312626,8.456425896,8.596784639,8.457629562,7.910465631,7.819310078,8.538164525,8.408361665,8.638978247,8.620192535,8.735157931,8.622094767,8.703855653,8.516121985,8.404616542,8.979734423,8.59658057,8.552638815,8.564390946,8.590591725,8.539523571,8.345374019,8.368622317,8.638411144,8.628468301,8.423688007,8.122988655,8.181531323,8.659278501,8.548589462,8.648556308,8.756181364,8.173079104,8.191717523,8.505319846,8.524424222
"GABBR1",7.537954122,7.543588768,7.631606351,7.656684639,7.39443408,7.633625028,7.617173446,7.323089999,7.948270831,7.757499705,7.663984786,7.858046732,7.944482134,7.64159499,7.909400635,7.850795677,7.717108368,7.994867003,7.846538514,7.769341321,7.807209596,7.806383076,7.650128937,7.8240301,7.788609716,7.732481537,7.652515259,7.745968267,7.740137692,7.783527949,7.959191658,8.136155141,8.082491532,7.99732697,7.774308755,7.813826975,7.499153154,7.639051953,7.751149522,7.765681499
"CREB5",7.357984242,7.227538566,7.527551777,7.543404202,7.243336575,7.77105899,7.392450619,7.467753056,7.574223791,7.38045921,7.475509664,7.78409809,7.901212061,7.451293555,7.645808984,7.740761923,7.575134125,7.489174943,7.723563948,7.220807418,7.338542184,7.662576942,7.46025692,7.601783222,7.437656091,7.630159415,7.456154406,8.049086638,7.540709644,7.723375913,7.365113453,7.616588314,7.815259914,7.658895217,7.694729289,7.577575982,7.721700501,7.680916924,7.461270365,7.844704861
"DPM1",10.21285654,9.883520956,10.08693141,10.07912472,10.25046345,10.19066049,10.12297114,10.41008021,10.52656757,10.42014821,10.35643026,10.25075519,10.52480075,10.64144969,10.42883354,10.47071348,10.42986534,9.938215795,10.26536117,10.35134761,10.36241663,10.25699325,10.4386065,10.47852524,10.5361081,9.830782217,10.19976683,10.53881774,10.7531326,10.27748957,10.07303642,10.09724841,10.34126006,10.25825523,10.58494053,10.53916213,10.56301123,10.15957788,10.56586429,10.45430151
"ACOT9",8.487853344,8.39530584,8.544149719,8.558168898,8.568589353,8.617404562,8.551774582,8.643568277,8.221462037,8.096253911,8.569798395,8.799669973,8.966861076,8.762889761,8.757724317,8.477581839,8.707777999,8.510776007,8.691114421,8.615106217,8.482616976,8.638172233,8.774202907,8.741033857,8.649719639,8.704725904,8.914358223,9.014002478,8.580218035,8.925673445,8.707219136,8.909274777,9.155331026,8.831026982,8.525616044,8.929519956,8.932709834,8.553874335,8.598559196,8.81017486
"XPNPEP3",10.52460702,10.40952357,10.13682587,10.36550039,10.40653287,10.20322969,10.25550423,10.27902361,10.24139803,10.00043431,10.65426786,10.57311325,10.63164444,10.55645375,10.42089588,10.3906767,10.52289255,10.45429583,10.42583306,10.19545414,10.28090818,10.44504133,10.31861035,10.26390533,10.31113252,9.787236646,9.705372561,10.38750271,10.04033674,10.36083794,10.58628705,10.48885843,10.59889912,10.58380771,10.59989722,10.38047642,10.46845712,10.51258821,10.0191615,10.50622117
"IFTAP",7.745841678,7.670677877,7.845420036,7.947017062,7.948832589,7.973855937,7.925855918,7.723408263,8.054310463,8.026396151,7.722263218,8.039452124,7.823457592,7.929388766,7.968179373,7.847170798,7.706824753,7.718988763,7.83908555,7.76881315,8.017987403,7.915624249,7.920015242,7.868412409,7.874203365,8.338063104,8.277303608,8.103942896,8.121956671,8.231269408,7.7530979,7.958175533,7.931863576,7.633674382,7.59127108,7.486712998,8.061873038,8.140112694,7.803615185,7.900580062
"POLR2K",7.10361784,7.04721475,7.023228795,7.083032546,7.102728898,6.975520512,7.08904851,7.072860305,7.632038334,7.43852379,7.375402224,7.331964557,7.213471254,7.252017807,7.243567513,7.194790551,7.215258514,7.227097079,7.154340869,7.362747441,7.191915274,7.334169155,7.382483289,7.354174804,7.300226813,7.106400764,6.996174208,7.502229791,7.426122979,7.184837177,7.331741219,7.293313494,7.385973875,7.245734141,7.332722481,7.274406449,7.517625371,7.762242146,7.443049651,7.360696657
"SLC2A1",9.716277084,9.658615488,9.368496858,9.424330709,9.67179261,9.57311564,9.761740034,9.46483426,9.449456346,9.010414532,9.321038083,8.519804928,8.791869006,9.327088437,8.930484548,9.260500421,9.658943179,9.232126602,9.138888174,8.857642041,9.535074124,9.281950885,9.264436266,9.466481114,9.259476823,9.193709659,9.579805051,8.751346706,8.942193382,8.905566616,9.113781228,8.862625124,8.745329368,9.203244478,8.967499495,9.379360604,9.039441117,9.829944671,9.532173556,8.736685209
"DENND6B",8.719933323,9.088048287,9.233462937,9.262076283,8.903394445,9.508929919,8.995097789,9.044882039,8.158166142,8.556388252,8.847524196,9.017227667,8.923496855,8.836625183,8.775642553,8.549446249,8.421264512,8.933873267,9.078158015,8.788892226,8.712726522,9.025169468,8.880513008,8.867939818,8.773997452,9.890798082,9.837271078,8.138276046,8.501432587,9.021268171,8.168696548,9.232126602,8.830966929,8.500485553,8.283024025,8.760644298,8.833382051,9.282300561,9.138888174,9.216094437
"PPP1R10",8.417533499,8.627387668,8.268298508,8.586785347,8.238065436,8.438385414,8.40487068,8.320759309,8.191982343,8.472402807,8.477367179,8.683191876,8.511399127,8.457878634,8.498657178,8.695538402,8.798238318,8.719635631,8.848679532,8.254428425,8.523676875,8.361252773,8.24401079,8.376554848,8.021534562,8.242140162,8.391143999,8.786066391,8.994023842,8.365920906,8.536231311,8.379548708,8.020460975,7.971198719,8.525979622,8.429484241,7.888697759,8.248590776,8.13641472,8.151564666
"HLA-DOA",9.450534535,9.246249167,8.996007627,9.057304587,9.164034511,9.267465806,9.159311553,8.635269545,9.761221768,9.478367995,9.221298795,8.796753347,8.695010885,8.994806542,9.780948651,9.094709799,8.938117562,9.159043063,9.037131519,8.462359292,9.019795582,9.527410148,8.633564287,8.656415411,9.104012384,9.774275603,9.300675843,8.659566155,8.724663417,8.743600682,9.947329958,9.399275361,9.327088437,8.648886109,8.936748934,9.331103923,8.777588664,9.092041165,9.400995957,9.011589002
"CD40LG",8.365920906,8.461339677,8.206171723,8.106684056,8.212006492,7.700658464,8.263869401,7.928695114,8.135116129,8.701564084,8.006303115,8.273870603,8.164424702,7.916014426,8.134087931,8.269988264,8.40487068,7.617882036,8.329782536,7.646954916,7.996727655,7.909078139,8.141876226,7.591994907,8.157750705,7.564432838,7.548938804,7.744540512,7.704534284,7.621351833,7.829332298,7.320408629,7.802865108,7.996928547,8.291135479,7.568915977,7.720538486,7.519373563,7.695479782,7.560516223
"SIMC1",7.533669069,7.404383126,7.556321156,7.432931154,7.48855389,7.3781712,7.482722908,7.481177977,7.599609665,7.53579805,7.485682643,7.505263956,7.492867073,7.441319692,7.411120905,7.478858665,7.57230123,7.419247439,7.458666597,7.498376658,7.511365287,7.506734501,7.405404039,7.440732809,7.499906642,7.545443526,7.544340508,7.620453606,7.697033316,7.481146766,7.539112288,7.625477171,7.576279524,7.549331596,7.60032311,7.611426506,7.554216976,7.407016501,7.374657136,7.556451661
"ZCRB1",7.317507823,7.186769188,7.19368625,7.197941395,7.296378925,7.298818691,7.25159213,7.213635221,7.307778538,7.404579269,7.27865117,7.199564609,7.234057938,7.257593914,7.233367066,7.342266836,7.291586145,7.225975912,7.247713626,7.029592803,7.074307201,7.287974054,7.201724884,7.282000243,7.289292291,7.229180712,7.284999925,7.314870363,7.298215889,7.264637166,7.352231515,7.214181221,7.171670711,7.306408443,7.349655493,7.196352698,7.425377573,7.273210396,7.198203275,7.237803284
"RPL7A",9.747992824,9.845575312,9.699985846,9.728912946,9.893114643,9.899646978,9.902407487,9.852792774,9.822607651,9.653168486,9.776749623,9.715116282,9.726629557,9.887776529,9.765420324,9.915499926,9.842016821,9.79049997,9.833676572,10.12773655,10.07295079,9.840884813,9.915533093,9.821217818,9.930946165,9.806533065,9.78464516,9.658271709,9.802920239,9.877199427,10.03793477,9.84618123,9.822869822,9.916958366,9.718472648,9.910351025,9.869475715,9.837700622,10.10753955,9.752650462
"ROCK2",11.39459416,11.44080013,11.21876248,11.34436411,11.23881245,11.17499391,11.40713747,11.34722458,11.33335122,11.04665237,11.42683203,11.67955793,11.58478655,11.4544492,11.55310632,11.35792689,11.59505899,11.72382647,11.47105894,11.34212733,11.28390328,11.55403049,11.45155794,11.50641641,11.49508189,11.00405064,10.98114182,11.47530878,11.15337471,11.44095454,11.31297976,11.61556716,12.0204835,11.4370572,11.61091962,11.29647578,11.443859,11.22351187,11.08263366,11.68329091
"KLF10",7.593605668,7.207946149,7.757834624,7.665943866,7.942684839,7.899010239,7.808318307,8.26043431,7.264499323,7.049069836,7.590403901,7.759174293,7.684745888,8.060715667,8.147672192,8.178428224,7.974792919,8.357157293,8.264306466,7.972223789,7.859793047,7.637813042,7.892255012,7.856780741,8.065465664,8.532750011,8.438972823,7.367166187,7.43095725,7.861009184,7.181717495,8.137032841,8.755642404,8.771913808,8.215715954,8.297202375,8.253716671,7.616208515,7.493319822,8.073095463
"ANKRD16",7.537801467,7.614487509,7.564375247,7.521933852,7.586396142,7.526204023,7.452130365,7.638769044,7.498421301,7.484677535,7.38840143,7.369384052,7.226167731,7.355810524,7.323049013,7.412606847,7.382643749,7.404201744,7.350118947,7.39626875,7.39991664,7.466058607,7.397654322,7.282337245,7.338050866,7.600118895,7.658985245,7.224376764,7.393804744,7.350949788,7.498361145,7.479488922,7.25784298,7.393471139,7.303326781,7.371307886,7.369155198,7.37298363,7.412146362,7.246646518
"SAMD3",10.3626045,10.17918606,9.484391687,10.0911382,10.36986989,9.771995722,10.3457388,10.30890902,9.856600048,10.17795924,9.95246916,9.063248189,9.703831365,10.06104318,9.842950286,10.21033234,10.56279442,9.819246381,9.812582761,9.958022683,9.719008337,9.224319978,9.720467249,9.879464026,9.492915489,8.852427222,9.080709607,8.901609977,9.516283243,9.584294933,9.306926069,9.176386634,8.708799345,9.915965174,9.696547156,9.608276071,9.784008732,8.983470724,9.397689122,9.018177282
"CARD19",8.670711227,9.011244031,9.146266996,9.334535651,9.213338289,9.607920218,9.067344005,9.57311564,9.26543924,9.15040431,9.15449739,9.810763446,9.144931462,9.167178513,9.055261554,8.987740946,8.785323321,9.434498338,9.170469166,9.313938957,9.792518645,9.368855416,9.541552396,9.55323089,9.221933616,9.739134205,9.933909845,9.473966669,9.337542072,9.349446225,8.690455135,9.257513955,9.957037453,8.786066391,8.559303538,9.171485824,9.208808151,9.836089973,9.889036476,10.00438201
"RARA",7.871990096,7.894707401,7.992451521,7.947742911,7.731755255,8.002372042,7.934492559,7.859570639,7.660488338,7.702709163,7.95225107,8.079973675,8.127502699,7.952322558,8.014791634,8.02470265,7.964668836,8.053889113,8.07047009,7.785615254,7.926356684,7.935334665,7.882369138,7.999615686,7.974477698,8.102299421,8.037773202,7.887569123,7.736259779,7.8946115,7.866432187,8.057250314,7.831489245,7.950519633,7.992099396,7.846970209,7.94642875,7.999422529,7.890251032,7.931012591
"ATP5MF",9.281547139,9.310374439,9.421224284,9.404163019,9.640104049,9.75283782,9.613638196,9.851125754,9.799668332,9.533171685,9.612248602,9.877932162,9.522892346,9.555491726,9.603778099,9.554771884,9.472915234,9.648612975,9.441622155,9.861284496,9.702551271,9.487399352,9.440252873,9.510932435,9.404873268,9.889868098,10.00879962,9.724408932,9.941241799,9.614839468,9.769549667,9.744637944,9.610104287,9.520925589,9.177176381,9.598429729,9.43869619,9.750145354,9.779531038,9.411606409
"CD79A",9.330271999,9.202321023,9.25110605,8.993339914,9.146168579,9.419292496,9.112615666,9.389547227,8.285372402,8.06036478,8.854685621,8.137348243,8.339786593,8.957378184,9.375920075,8.629414418,8.435948191,8.63979499,8.78978514,9.297346226,8.935037661,8.855309214,8.923307338,8.441556284,8.99628171,9.94002717,9.862943302,8.150064013,8.250089487,8.837499836,9.695264769,9.909291282,9.095191316,8.628960829,8.889585947,9.547214726,8.864077068,9.252381693,9.300880797,9.261659806
"MTMR14",9.402695449,9.295491747,9.60190999,9.370343505,9.398493482,9.564523713,9.44519192,9.395143975,8.834542021,8.848851269,9.340493969,9.744556567,9.480571922,9.417742278,9.436320377,9.280650848,9.027862995,9.279034083,9.025107508,9.695421032,9.412155214,9.433645727,9.380029333,9.280589333,9.311492292,10.00767641,9.835465435,9.250787436,9.119605164,9.630699036,9.476481707,9.712602868,9.44409812,9.272369006,9.309649116,9.435409775,9.295540765,9.489377862,9.248285886,9.437976709
"IGF2BP3",7.094724869,7.23926474,7.165333028,7.258682861,7.137607455,7.0260608,7.114862661,7.152334542,7.531528548,7.710108931,7.349367203,7.25694211,7.301645313,7.224255697,7.307272729,7.145940193,7.212368159,7.326350054,7.31949923,6.950773283,7.231176408,7.263685526,7.313715174,7.261795381,7.134239757,7.10890123,7.29091718,7.528061361,7.613530317,7.340734197,7.290931845,7.247986026,7.733351518,7.269832975,7.386700488,7.384627487,7.454434814,7.431506592,7.347150589,7.70934312
"RP2",8.674555113,7.899275762,8.430210584,8.217423486,8.163629862,8.177179155,8.167547606,8.215517557,8.139462602,7.366196301,8.421030879,8.826109204,8.893694476,8.867624423,8.790835712,8.793475587,8.665620119,8.327895396,8.51590623,7.83702681,8.275035475,8.542642208,8.570119314,8.603324463,8.74120786,8.437454815,8.284861771,9.767625172,9.010722224,8.696865747,7.978054347,8.489107806,9.005604901,8.70002793,9.426905228,8.3649507,9.192077751,8.406716418,7.883702907,9.069373771
